anime_id,title,score,rank,popularity,members,start_date,end_date,type,episodes,,
11101,Honoo no Alpenrose,6.17,9319,13824,1315,1/01/1986,1/01/1986,OVA,2,,
11103,Busou Shinki Moon Angel,6.52,7209,6189,13764,1/01/2011,1/01/2012,ONA,10,,
11111,Another,7.46,2197,62,1759232,1/01/2012,1/01/2012,TV,12,,
11113,Usagi Drop Specials,7.92,829,2792,74469,1/01/2011,1/01/2012,Special,4,,
11123,Sekaiichi Hatsukoi 2,7.8,1100,1522,175931,1/01/2011,1/01/2011,TV,12,,
11135,Hybrid Child,7.48,2137,2632,82260,1/01/2014,1/01/2015,OVA,4,,
11161,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,6.79,5604,4417,31522,1/01/2011,1/01/2011,Special,1,,
11177,Cross Fight B-Daman,6.57,6873,7123,9848,1/01/2011,1/01/2012,TV,52,,
11179,Papa no Iukoto wo Kikinasai!,7.24,3252,1334,203607,1/01/2012,1/01/2012,TV,12,,
11209,Maken-Ki! OVA,6.58,6820,2990,66159,1/01/2012,1/01/2013,OVA,2,,
11227,Rinne no Lagrange,6.87,5164,2733,77406,1/01/2012,1/01/2012,TV,12,,
11235,Amagami SS+ Plus,7.37,2581,1501,178967,1/01/2012,1/01/2012,TV,13,,
11237,Hidamari Sketch x SP,7.76,1193,5699,17102,1/01/2011,1/01/2011,TV Special,2,,
11239,Hidamari Sketch x Honeycomb,7.93,813,4733,27339,1/01/2012,1/01/2012,TV,12,,
11241,Brave 10,6.73,5923,1698,152584,1/01/2012,1/01/2012,TV,12,,
11245,Manga Nihonshi,6.06,9948,15654,817,1/01/1983,1/01/1984,TV,52,,
11255,Ikkitousen: Shuugaku Toushi Keppuuroku,6.55,6987,5199,21648,1/01/2011,1/01/2011,OVA,1,,
11266,Ao no Exorcist: Kuro no Iede,7.27,3098,1807,141843,1/01/2011,1/01/2011,Special,1,,
11268,Ganso Tensai Bakabon,6.28,8700,12905,1707,1/01/1975,1/01/1977,TV,103,,
11275,Akadou Suzunosuke,6.15,9416,13844,1309,1/01/1972,1/01/1973,TV,52,,
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,6.56,6977,13055,1633,1/01/2008,1/01/2008,Special,1,,
11285,Black★Rock Shooter (TV),6.79,5589,730,366048,1/01/2012,1/01/2012,TV,8,,
11299,Kero 0: Shuppatsu da yo! Zenin Shuugou!,6.88,5070,11992,2263,1/01/2009,1/01/2009,Special,1,,
11307,Ginga Patrol PJ,6.73,5934,13731,1351,1/01/1982,1/01/1983,TV,26,,
11313,Kimi no Iru Machi: Tasogare Kousaten,7.17,3649,3719,44886,1/01/2012,1/01/2012,OVA,2,,
11319,Zero no Tsukaima F,7.41,2432,579,441474,1/01/2012,1/01/2012,TV,12,,
11339,A-Channel+smile,7.09,4117,5023,23548,1/01/2012,1/01/2012,OVA,2,,
11341,Tantei Opera Milky Holmes Dai 2 Maku,7.19,3534,5388,19950,1/01/2012,1/01/2012,TV,12,,
11355,"Kono Danshi, Uchuujin to Tatakaemasu.",6.72,5964,4669,28049,1/01/2011,1/01/2011,OVA,1,,
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,7.55,1845,3351,53917,1/01/2011,1/01/2011,TV Special,1,,
11371,Shin Tennis no Oujisama,7.53,1940,2955,67653,1/01/2012,1/01/2012,TV,13,,
11375,.hack//The Movie: Sekai no Mukou ni,7.03,4414,5425,19460,1/01/2012,1/01/2012,Movie,1,,
11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.42,7809,4589,29126,1/01/2011,1/01/2012,TV,25,,
11433,Ano Natsu de Matteru,7.4,2454,647,406033,1/01/2012,1/01/2012,TV,12,,
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,7.13,3864,4490,30554,1/01/2011,1/01/2012,OVA,2,,
11445,UFO Princess Valkyrie: Recap,6.09,9794,12830,1748,1/01/2003,1/01/2003,Special,1,,
11457,Chibi☆Devi!,6.91,4969,5067,23060,1/01/2011,1/01/2014,TV,75,,
11483,Redline Pilot,6.71,6007,6568,11930,1/01/2009,1/01/2009,Special,1,,
11491,Recorder to Randoseru Do♪,6.61,6657,3213,57726,1/01/2012,1/01/2012,TV,13,,
11499,Sankarea,7.26,3163,368,650884,1/01/2012,1/01/2012,TV,12,,
11531,Un-Go: Inga-ron,7.5,2061,3946,40041,1/01/2011,1/01/2011,Movie,1,,
11533,Momotarou Densetsu,6.25,8835,14343,1158,1/01/1989,1/01/1990,TV,51,,
11537,Yamatarou Kaeru,6.14,9485,12822,1751,1/01/1986,1/01/1986,OVA,1,,
11545,Happyakuyachou Hyouri Kewaishi,6.15,9440,13532,1427,1/01/1990,1/01/1991,TV,16,,
11553,Toradora!: Bentou no Gokui,7.43,2301,1428,188392,1/01/2011,1/01/2011,Special,1,,
11569,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.9,5010,10885,3100,1/01/2011,1/01/2011,OVA,1,,
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.45,182,382,632179,1/01/2013,1/01/2013,Movie,1,,
11595,Perman (1983),6.69,6168,9348,4937,1/01/1983,1/01/1985,TV,526,,
11597,Nisemonogatari,8.12,528,291,765702,1/01/2012,1/01/2012,TV,11,,
11615,Morita-san wa Mukuchi. 2,6.62,6626,6065,14445,1/01/2011,1/01/2011,TV,13,,
11617,High School DxD,7.32,2818,92,1513030,1/01/2012,1/01/2012,TV,12,,
11633,Blood Lad,7.23,3303,318,718645,1/01/2013,1/01/2013,TV,10,,
11635,Sacred Seven: Shirogane no Tsubasa,6.62,6568,8192,6925,1/01/2012,1/01/2012,Movie,1,,
11663,Hakuouki OVA,7.39,2521,6071,14424,1/01/2011,1/01/2011,OVA,2,,
11665,Natsume Yuujinchou Shi,8.63,91,1044,262908,1/01/2012,1/01/2012,TV,13,,
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,6.48,7470,12692,1825,1/01/1992,1/01/1992,OVA,1,,
11697,Area no Kishi,7.15,3779,2676,80242,1/01/2012,1/01/2012,TV,37,,
11699,Yurumates wa?,6.22,9014,10707,3249,1/01/2011,1/01/2011,OVA,1,,
11701,Another: The Other - Inga,7.25,3195,1368,198276,1/01/2012,1/01/2012,OVA,1,,
11703,Code:Breaker,6.7,6110,758,350921,1/01/2012,1/01/2012,TV,13,,
11737,Ao no Exorcist Movie,7.57,1772,952,284303,1/01/2012,1/01/2012,Movie,1,,
11739,Kimi to Boku. 2,7.91,847,2416,93798,1/01/2012,1/01/2012,TV,13,,
11741,Fate/Zero 2nd Season,8.54,134,139,1178237,1/01/2012,1/01/2012,TV,12,,
11743,Toaru Majutsu no Index Movie: Endymion no Kiseki,7.4,2446,1839,138611,1/01/2013,1/01/2013,Movie,1,,
11751,Senki Zesshou Symphogear,7.04,4327,1969,127072,1/01/2012,1/01/2012,TV,13,,
11755,009 Re:Cyborg,6.42,7793,5229,21391,1/01/2012,1/01/2012,Movie,1,,
11757,Sword Art Online,7.22,3357,6,3249073,1/01/2012,1/01/2012,TV,25,,
11759,Accel World,7.2,3456,304,739903,1/01/2012,1/01/2012,TV,24,,
11761,Medaka Box,7.01,4516,996,273982,1/01/2012,1/01/2012,TV,12,,
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.12,9599,4227,34893,1/01/2012,1/01/2012,TV,12,,
11771,Kuroko no Basket,8.04,643,117,1290066,1/01/2012,1/01/2012,TV,25,,
11773,To Heart 2: Dungeon Travelers,6.22,9006,9009,5471,1/01/2012,1/01/2012,OVA,2,,
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,7.21,3411,7517,8604,1/01/2011,1/01/2011,TV Special,1,,
11783,Dog Days',6.97,4682,2193,109060,1/01/2012,1/01/2012,TV,13,,
11785,Haiyore! Nyaruko-san,6.97,4689,712,371334,1/01/2012,1/01/2012,TV,12,,
11787,Toriko: Barbarian Ivy wo Hokaku Seyo!,6.65,6384,10251,3722,1/01/2010,1/01/2010,Special,1,,
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",7.4,2442,7131,9829,1/01/2012,1/01/2012,TV Special,1,,
11809,gdgd Fairies,6.81,5456,8311,6673,1/01/2011,1/01/2011,TV,12,,
11813,Shijou Saikyou no Deshi Kenichi OVA,7.87,936,3110,61578,1/01/2012,1/01/2014,OVA,11,,
11829,Manga Mitokoumon,6.62,6621,13271,1530,1/01/1981,1/01/1982,TV,46,,
11835,Qin Shi Mingyue: Zhu Zi Bai Jia,6.87,5163,12964,1672,1/01/2011,1/01/2011,TV,34,,
11837,Zetman,6.83,5361,1776,144487,1/01/2012,1/01/2012,TV,13,,
11841,Qin Shi Mingyue: Ye Jin Tianming,6.62,6633,13221,1552,1/01/2008,1/01/2008,TV,18,,
11843,Danshi Koukousei no Nichijou,8.23,380,235,873613,1/01/2012,1/01/2012,TV,12,,
11853,Pokemon: Pikachu no Summer Bridge Story,6.2,9157,8581,6170,1/01/2011,1/01/2011,Special,1,,
11857,Judo Sanka,6.19,9159,14225,1186,1/01/1974,1/01/1974,TV,27,,
11859,Queen's Blade: Rebellion,6.24,8921,3636,46556,1/01/2012,1/01/2012,TV,12,,
11873,Oraa Guzura Dado (1987),6.11,9680,14600,1086,1/01/1987,1/01/1988,TV,44,,
11887,Kokoro Connect,7.72,1282,233,878043,1/01/2012,1/01/2012,TV,13,,
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,7.45,2241,4962,24266,1/01/2012,1/01/2012,Special,1,,
11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.84,5325,10484,3470,1/01/2011,1/01/2012,Special,51,,
11917,Major: World Series,8.28,325,3954,39857,1/01/2011,1/01/2012,OVA,2,,
11919,Zoku Attacker You! Kin Medal e no Michi,6.24,8935,13562,1418,1/01/2008,1/01/2008,TV,52,,
11933,Oda Nobuna no Yabou,7.35,2681,891,309036,1/01/2012,1/01/2012,TV,12,,
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.22,390,1271,213264,1/01/2012,1/01/2012,Movie,1,,
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.38,230,1256,216835,1/01/2012,1/01/2012,Movie,1,,
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.5,152,635,411501,1/01/2013,1/01/2013,Movie,1,,
12001,One Piece 3D: Gekisou! Trap Coaster,6.75,5802,4722,27429,1/01/2011,1/01/2011,Movie,1,,
12015,Tiger & Bunny Movie 1: The Beginning,7.35,2697,4735,27281,1/01/2012,1/01/2012,Movie,1,,
12017,Tiger & Bunny Movie 2: The Rising,7.68,1420,4264,34248,1/01/2014,1/01/2014,Movie,1,,
12021,Poyopoyo Kansatsu Nikki,7.63,1551,5069,23051,1/01/2012,1/01/2012,TV,52,,
12027,Anne no Nikki: Anne Frank Monogatari,6.14,9490,14065,1243,1/01/1979,1/01/1979,TV Special,1,,
12029,Uchuu Senkan Yamato 2199,8.31,286,2003,124173,1/01/2012,1/01/2013,OVA,26,,
12031,Kingdom,7.88,917,1080,251551,1/01/2012,1/01/2013,TV,38,,
12035,Dwaeji-ui Wang,6.62,6603,7793,7790,1/01/2011,1/01/2011,Movie,1,,
12039,What's Michael? (TV),6.09,9798,14100,1232,1/01/1988,1/01/1989,TV,45,,
12049,Fairy Tail Movie 1: Houou no Miko,7.38,2536,1206,228343,1/01/2012,1/01/2012,Movie,1,,
12053,Mardock Scramble: The Third Exhaust,7.37,2598,4103,36955,1/01/2012,1/01/2012,Movie,1,,
12067,Rurouni Kenshin Special,7.28,3003,5173,21995,1/01/1998,1/01/1998,Special,1,,
12069,Hajime no Ippo: Boxer no Kobushi,8.08,586,3095,62323,1/01/2003,1/01/2003,Special,1,,
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.87,945,1198,229785,1/01/2012,1/01/2012,Movie,1,,
12115,Berserk: Ougon Jidai-hen III - Kourin,8.21,396,1132,243081,1/01/2013,1/01/2013,Movie,1,,
12117,Meitantei Conan Movie 16: 11-ninme no Striker,7.69,1375,3563,48207,1/01/2012,1/01/2012,Movie,1,,
12119,Natsu-iro Kiseki,7.02,4456,3670,45875,1/01/2012,1/01/2012,TV,12,,
12123,Yurumates 3D,6.27,8763,7376,9007,1/01/2012,1/01/2012,TV,13,,
12131,30-sai no Hoken Taiiku Specials,6.1,9723,8167,6968,1/01/2011,1/01/2011,Special,3,,
12137,Robotica*Robotics,6.74,5825,5881,15704,1/01/2010,1/01/2010,OVA,1,,
12139,Wanpaku Tanteidan,6.09,9796,13507,1434,1/01/1968,1/01/1968,TV,35,,
12149,AKB0048,7.34,2732,3024,64486,1/01/2012,1/01/2012,TV,13,,
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,6.31,8501,14137,1214,1/01/2007,1/01/2007,Movie,1,,
12175,Koi to Senkyo to Chocolate,6.96,4712,1041,263808,1/01/2012,1/01/2012,TV,12,,
12187,Carnival Phantasm EX Season,7.45,2248,3445,51139,1/01/2011,1/01/2011,OVA,1,,
12189,Hyouka,8.05,633,100,1457667,1/01/2012,1/01/2012,TV,22,,
12191,Smile Precure!,6.88,5099,3456,50812,1/01/2012,1/01/2013,TV,48,,
12221,Precure All Stars Movie New Stage: Mirai no Tomodachi,7.16,3742,8187,6936,1/01/2012,1/01/2012,Movie,1,,
12223,s.CRY.ed Alteration II: Quan,6.77,5657,9703,4434,1/01/2012,1/01/2012,Movie,1,,
12225,Galaxy Angel S,6.87,5138,11139,2889,1/01/2004,1/01/2004,OVA,1,,
12231,Dragon Ball: Episode of Bardock,7.22,3373,2005,124110,1/01/2011,1/01/2011,Special,1,,
12267,Takara-sagashi,6.25,8845,11777,2411,1/01/2011,1/01/2011,Movie,1,,
12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,6.5,7333,12719,1806,1/01/2002,1/01/2002,Movie,1,,
12281,Rinne no Lagrange Season 2,6.95,4738,4459,30962,1/01/2012,1/01/2012,TV,12,,
12291,Acchi Kocchi,7.47,2138,802,336642,1/01/2012,1/01/2012,TV,12,,
12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,6.9,4986,641,409131,1/01/2012,1/01/2012,TV,13,,
12317,Upotte!!,6.44,7677,2785,74677,1/01/2012,1/01/2012,ONA,10,,
12321,Thermae Romae,6.91,4954,4641,28461,1/01/2012,1/01/2012,TV Special,3,,
12337,Soukou Kihei Votoms Recaps,6.06,9965,14257,1177,1/01/1986,1/01/1988,OVA,4,,
12343,Dirty Pair Flash 2,6.56,6958,8892,5671,1/01/1995,1/01/1995,OVA,5,,
12347,Dirty Pair Flash 3,6.47,7511,9054,5390,1/01/1995,1/01/1996,OVA,5,,
12351,eX-Driver the Movie Specials,6.14,9501,13577,1412,1/01/2002,1/01/2002,Special,3,,
12355,Ookami Kodomo no Ame to Yuki,8.56,121,246,856686,1/01/2012,1/01/2012,Movie,1,,
12365,Bakuman. 3rd Season,8.52,141,775,344959,1/01/2012,1/01/2013,TV,25,,
12367,Shining Hearts: Shiawase no Pan,6.12,9624,3602,47320,1/01/2012,1/01/2012,TV,12,,
12403,Yuru Yuri♪♪,7.8,1107,1309,207718,1/01/2012,1/01/2012,TV,12,,
12413,Jormungand,7.79,1122,676,390456,1/01/2012,1/01/2012,TV,12,,
12419,Guilty Crown: Kiseki - Reassortment,7.11,3985,3942,40138,1/01/2012,1/01/2012,TV Special,1,,
12429,Last Exile: Ginyoku no Fam - Adjournment,6.45,7648,8124,7030,1/01/2011,1/01/2012,TV Special,2,,
12431,Uchuu Kyoudai,8.48,161,1307,208048,1/01/2012,1/01/2014,TV,99,,
12437,Yuri Seijin Naoko-san (2012),6.37,8120,5990,14928,1/01/2012,1/01/2012,OVA,1,,
12439,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",6.36,8179,13524,1429,1/01/1985,1/01/1985,OVA,1,,
12441,"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",6.07,9891,13850,1310,1/01/1985,1/01/1985,OVA,1,,
12445,Tasogare Otome x Amnesia,7.81,1065,578,442317,1/01/2012,1/01/2012,TV,12,,
12447,Ben-To Picture Drama,6.08,9824,6382,12762,1/01/2011,1/01/2012,Special,6,,
12449,Maken-Ki! Specials,6.17,9334,4178,35586,1/01/2011,1/01/2012,Special,6,,
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.48,7484,6828,10850,1/01/1993,1/01/1996,OVA,4,,
12461,Hiiro no Kakera,6.69,6148,2092,117846,1/01/2012,1/01/2012,TV,13,,
12467,Nazo no Kanojo X,7.22,3400,765,348817,1/01/2012,1/01/2012,TV,13,,
12471,Eureka Seven AO,6.63,6514,2327,100482,1/01/2012,1/01/2012,TV,24,,
12477,Sakasama no Patema,7.93,804,869,314939,1/01/2013,1/01/2013,Movie,1,,
12481,Gregory Horror Show: The Second Guest,6.63,6519,12022,2249,1/01/2000,1/01/2000,TV,25,,
12483,Gregory Horror Show: The Last Train,6.32,8421,12394,2019,1/01/2000,1/01/2001,TV,26,,
12487,Kyoukaisenjou no Horizon II,7.46,2211,2543,86824,1/01/2012,1/01/2012,TV,13,,
12497,Garakuta-doori no Stain: Epilogue,6.2,9127,16370,689,1/01/2003,1/01/2003,OVA,1,,
12499,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.85,5271,8259,6764,1/01/2012,1/01/2012,Movie,1,,
12503,Mirai Nikki (TV): Ura Mirai Nikki,6.46,7553,3144,60189,1/01/2012,1/01/2012,Special,10,,
12505,C³: Rinkan Gakkou Confusion!,6.69,6132,4594,29051,1/01/2012,1/01/2012,Special,1,,
12531,Sakamichi no Apollon,8.29,314,638,411009,1/01/2012,1/01/2012,TV,12,,
12549,"Dakara Boku wa, H ga Dekinai.",6.52,7214,581,441161,1/01/2012,1/01/2012,TV,12,,
12565,Fate/Prototype,6.62,6605,2098,117361,1/01/2011,1/01/2011,OVA,1,,
12579,Itsuka Tenma no Kuro Usagi Picture Drama,6.11,9663,7928,7510,1/01/2011,1/01/2012,Special,6,,
12585,Inazuma Eleven Go Specials,6.78,5624,8073,7167,1/01/2011,1/01/2011,TV Special,2,,
12591,Ojamajo Doremi OVA,6.81,5476,11669,2477,1/01/2001,1/01/2002,OVA,3,,
12611,Sengoku Collection,6.4,7951,4791,26409,1/01/2012,1/01/2012,TV,26,,
12651,Danball Senki W,7.05,4273,7923,7522,1/01/2012,1/01/2013,TV,58,,
12657,Tongari Boushi no Memole: Marielle no Housekibako,6.2,9095,15404,875,1/01/1985,1/01/1985,OVA,1,,
12663,Patalliro! Stardust Keikaku,6.51,7265,11868,2344,1/01/1983,1/01/1983,Movie,1,,
12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",6.41,7881,4742,27208,1/01/2011,1/01/2011,Special,1,,
12669,Amagami SS+ Plus: Extra Episode+ Plus,7.19,3546,3964,39695,1/01/2012,1/01/2012,Special,6,,
12671,Pokemon Movie 15: Kyurem vs. Seikenshi,6.49,7373,3220,57554,1/01/2012,1/01/2012,Movie,1,,
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,7.16,3740,3860,42030,1/01/2012,1/01/2012,Special,1,,
12677,Ozma,6.07,9885,5797,16309,1/01/2012,1/01/2012,TV,6,,
12679,Joshiraku,7.43,2320,1417,190481,1/01/2012,1/01/2012,TV,13,,
12685,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.46,7604,2795,74441,1/01/2012,1/01/2012,OVA,1,,
12689,Kiss Dum R: Meguriahi,6.14,9512,13298,1517,1/01/2008,1/01/2008,Special,1,,
12695,Tight-rope,6.97,4668,3421,52022,1/01/2012,1/01/2012,OVA,2,,
12699,Tales of Gekijou,6.51,7282,9214,5167,1/01/2012,1/01/2012,Special,5,,
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.01,4475,8263,6757,1/01/2011,1/01/2012,Special,3,,
12711,Uta no☆Prince-sama♪ Maji Love 2000%,7.16,3701,2108,116885,1/01/2013,1/01/2013,TV,13,,
12715,The Hakkenden: Shin Shou,6.37,8115,10687,3265,1/01/1993,1/01/1995,OVA,7,,
12725,Initial D: Project D to the Next Stage - Project D e Mukete,7.59,1693,6281,13253,1/01/2003,1/01/2003,Special,1,,
12727,Thermae Romae Specials,6.73,5910,9603,4552,1/01/2012,1/01/2012,Special,2,,
12729,High School DxD OVA,7.26,3135,904,303375,1/01/2012,1/01/2013,OVA,2,,
12745,Bari Bari Densetsu (1987),6.64,6478,9905,4157,1/01/1987,1/01/1987,Movie,1,,
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.25,3232,3478,50373,1/01/2012,1/01/2012,TV,25,,
12783,Sora no Otoshimono Final: Eternal My Master,6.72,5990,2359,98245,1/01/2014,1/01/2014,Movie,1,,
12815,Shirokuma Cafe,7.89,897,2311,101281,1/01/2012,1/01/2013,TV,50,,
12823,Shakugan no Shana-tan III (Final): Final Destruction,6.99,4589,5353,20204,1/01/2012,1/01/2012,Special,2,,
12857,Star Driver the Movie,6.62,6575,6231,13533,1/01/2013,1/01/2013,Movie,1,,
12859,One Piece Film: Z,8.1,554,890,309481,1/01/2012,1/01/2012,Movie,1,,
12861,Umeboshi Denka: Uchuu no Hate kara Panparopan!,6.15,9467,17434,553,1/01/1994,1/01/1994,Movie,1,,
12863,Pretty Rhythm: Dear My Future,6.73,5896,6930,10486,1/01/2012,1/01/2013,TV,51,,
12875,Ginga e Kickoff!!,7.2,3475,4584,29197,1/01/2012,1/01/2013,TV,39,,
12877,Bokura no: Tsuisou,6.11,9650,10280,3684,1/01/2007,1/01/2007,TV Special,1,,
12879,Dantalian no Shoka: Ibarahime,7.13,3888,5082,22877,1/01/2012,1/01/2012,OVA,1,,
12883,Tsuritama,7.64,1517,1529,175450,1/01/2012,1/01/2012,TV,12,,
12885,Dynamic Super Robots Soushingekki,6.49,7403,13102,1610,1/01/2000,1/01/2001,Special,3,,
12893,Danshi Koukousei no Nichijou Specials,7.82,1050,1665,157000,1/01/2012,1/01/2012,Special,6,,
12905,Tsuki ga Noboru made ni,6.25,8849,12724,1804,1/01/1991,1/01/1991,OVA,1,,
12917,Madang-eul Naon Amtalg,7.45,2227,9630,4516,1/01/2011,1/01/2011,Movie,1,,
12921,Morita-san wa Mukuchi. Specials,6.4,7944,9413,4838,1/01/2012,1/01/2012,Special,2,,
12929,Saint Seiya Omega,6.29,8581,3396,52573,1/01/2012,1/01/2014,TV,97,,
12963,Jewelpet Kira☆Deco!,6.75,5789,9076,5355,1/01/2012,1/01/2013,TV,52,,
12965,Jewelpet Movie: Sweets Dance Princess,6.2,9137,12463,1976,1/01/2012,1/01/2012,Movie,1,,
12967,Arcana Famiglia,6.26,8779,1247,218656,1/01/2012,1/01/2012,TV,12,,
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.18,3594,2239,105738,1/01/2012,1/01/2013,TV,51,,
12991,Katte ni Kaizou Specials,6.29,8625,10670,3281,1/01/2011,1/01/2011,Special,3,,
13029,Arashi no Yoru ni: Himitsu no Tomodachi,6.65,6396,11003,2996,1/01/2012,1/01/2012,TV,26,,
13047,Anime Koukyoushi: Jungle Taitei,6.34,8292,12902,1708,1/01/1991,1/01/1991,OVA,1,,
13055,Sankarea OVA,7.19,3527,2114,116449,1/01/2012,1/01/2012,OVA,2,,
13073,Tennis no Oujisama: Another Story II - Ano Toki no Bokura Specials,7.09,4110,9143,5267,1/01/2011,1/01/2011,Special,2,,
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,7.27,3070,3566,48157,1/01/2012,1/01/2012,OVA,1,,
13115,Hakuouki: Reimeiroku,7.42,2387,3124,61033,1/01/2012,1/01/2012,TV,12,,
13117,Hakuouki Movie 1: Kyoto Ranbu,7.58,1733,4461,30944,1/01/2013,1/01/2013,Movie,1,,
13119,Hakuouki Movie 2: Shikon Soukyuu,7.67,1436,4959,24337,1/01/2014,1/01/2014,Movie,1,,
13125,Shinsekai yori,8.24,363,269,813585,1/01/2012,1/01/2013,TV,25,,
13139,Gakkatsu!,6.42,7813,7820,7734,1/01/2012,1/01/2012,TV,25,,
13145,Cardfight!! Vanguard: Asia Circuit-hen,6.79,5590,4702,27687,1/01/2012,1/01/2013,TV,39,,
13159,Kuromajo-san ga Tooru!!,6.54,7076,6842,10803,1/01/2012,1/01/2014,TV,60,,
13161,Hagure Yuusha no Aesthetica,6.68,6226,562,452393,1/01/2012,1/01/2012,TV,12,,
13163,Furusato Saisei: Nippon no Mukashibanashi,6.92,4893,6703,11361,1/01/2012,1/01/2017,TV,258,,
13169,Buta,6.41,7891,7298,9231,1/01/2012,1/01/2012,TV Special,1,,
13171,Wasurenagumo,7.01,4481,3909,41074,1/01/2012,1/01/2012,TV Special,1,,
13173,Pukapuka Juju,6.62,6632,8507,6317,1/01/2012,1/01/2012,TV Special,1,,
13175,Shiranpuri (Special),6.27,8751,9255,5105,1/01/2012,1/01/2012,TV Special,1,,
13177,Little Charo,6.25,8831,15385,879,1/01/2008,1/01/2009,TV,50,,
13183,Fate/Zero Remix,7.01,4497,4770,26764,1/01/2012,1/01/2012,TV Special,2,,
13185,Juusen Battle Monsuno,6.48,7442,6860,10730,1/01/2012,1/01/2013,TV,52,,
13201,Monster Farm: Legend e no Michi,6.74,5878,5369,20045,1/01/2000,1/01/2000,TV,25,,
13203,Lupin the Third: Mine Fujiko to Iu Onna,7.76,1201,2920,69322,1/01/2012,1/01/2012,TV,13,,
13215,Guskou Budori no Denki (2012),6.27,8722,7901,7559,1/01/2012,1/01/2012,Movie,1,,
13239,Mass Effect: Paragon Lost,6.26,8813,7173,9669,1/01/2012,1/01/2012,Movie,1,,
13245,Shin Tennis no Oujisama Specials,7.47,2173,6329,13017,1/01/2012,1/01/2013,Special,7,,
13247,Lupin III: Lupin Ikka Seizoroi,6.67,6269,9606,4550,1/01/2012,1/01/2012,Special,1,,
13251,Shin Hikari Shinwa: Palutena no Kagami,6.35,8199,9446,4797,1/01/2012,1/01/2012,ONA,3,,
13261,Inazuma Eleven Go: Chrono Stone,7.3,2911,2994,65980,1/01/2012,1/01/2013,TV,51,,
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,6.64,6486,3971,39598,1/01/2012,1/01/2012,Special,6,,
13267,Shinryaku!! Ika Musume,7.47,2176,4532,29970,1/01/2012,1/01/2014,OVA,3,,
13271,Hunter x Hunter Movie 1: Phantom Rouge,7.28,3035,1262,215762,1/01/2013,1/01/2013,Movie,1,,
13283,One Off,6.4,7946,5546,18363,1/01/2012,1/01/2012,OVA,4,,
13287,Galaxy Angel Specials,6.8,5514,11121,2901,1/01/2002,1/01/2002,Special,2,,
13331,Jormungand: Perfect Order,7.88,916,1318,205979,1/01/2012,1/01/2012,TV,12,,
13333,Tari Tari,7.28,3011,1601,166644,1/01/2012,1/01/2012,TV,13,,
13335,Fuse: Teppou Musume no Torimonochou,7.28,3029,4184,35499,1/01/2012,1/01/2012,Movie,1,,
13349,Chouyaku Hyakuninisshu: Uta Koi.,7.42,2376,4391,32038,1/01/2012,1/01/2012,TV,13,,
13357,High School DxD Specials,7.27,3112,1244,218870,1/01/2012,1/01/2012,Special,6,,
13367,"Kono Naka ni Hitori, Imouto ga Iru!",6.49,7361,1235,221048,1/01/2012,1/01/2012,TV,12,,
13377,Recorder to Randoseru Re♪,6.79,5561,4418,31508,1/01/2012,1/01/2012,TV,13,,
13391,Rakuen Tsuihou,7.3,2925,2177,110478,1/01/2014,1/01/2014,Movie,1,,
